timeA,gX,gY,gZ
850.5,0.99,-1.17,-0.38
851,-11.85,1.18,-1.6
851.5,-5.72,-3.22,-2.44
852,4.77,-3.66,-0.94
852.5,-2.32,-3,1.29
853,-7,1.64,3.15
853.5,-2.92,-9.97,1.13
854,-7.98,2.06,0.9
854.5,2.46,0.51,0
855,0.3,-2.92,-1.16
855.5,6.89,1.65,-3.59
856,-5.63,1.97,-3.88
856.5,0.16,-0.86,-3.71
857,2.53,-1.58,0.97
857.5,7.82,-0.38,-2.21
858,-6.21,-0.92,6.26
858.5,-5.62,-0.27,-0.17
859,2.94,8.3,4.8
859.5,-1.43,-4.61,-2.37
860,-0.07,1.71,-0.09
860.5,3.08,-8.64,-4.29
861,-3.09,-13.43,-1.68
861.5,2.26,7.12,0.83
862,0.24,-0.5,9.27
862.5,1.26,-6.22,0.76
863,-4.64,6.04,0.79
863.5,1.55,3.28,-0.81
864,9.47,1.47,1.84
864.5,2.02,-4.39,-0.27
865,-2.19,-1.69,-2.8
865.5,-5.45,-2.21,-1.96
866,-0.68,-2.49,0.1
866.5,-4.13,1.11,-13.74
867,8.85,-1.57,1.22
867.5,4.07,-0.1,0.7
868,11.86,5.44,8.17
868.5,-2.16,-5.07,0.26
869,2.16,1.1,3.17
869.5,-0.01,3.46,1.25
870,0.71,-9.3,-10.29
870.5,2.84,2.6,7.27
871,4.82,-0.7,-9.7
871.5,0.93,2.5,-0.17
872,-3.56,5.36,1.83
872.5,-2.57,3.93,-7.93
873,5.95,-0.48,4.15
873.5,-5.52,-0.41,2.29
874,-9.01,0.7,6.02
874.5,-1.16,-3.5,1.85
875,7.69,-4.97,4.65
875.5,-4.81,-7.77,-5.34
876,-1.04,1.98,7.52
876.5,5.94,-0.02,-0.44
877,-0.83,-9.87,5.8
877.5,1.5,-8.74,-3.63
878,-0.75,4.86,-0.68
878.5,-8.61,3.4,6.96
879,-0.1,6.65,1.56
879.5,-2.77,-5.09,-8.21
880,5.09,-3,7.13
880.5,-5.76,1.03,-0.06
881,10.04,2.73,2.61
881.5,11.27,4.05,-0.16
882,0.2,0.22,7.85
882.5,-7.15,-0.34,1.96
883,0.48,-3.56,3.23
883.5,2.02,-10.51,4.07
884,4.37,5.53,2.64
884.5,4.01,-0.5,-5.19
885,3.59,-9.43,-16.19
885.5,1.64,-7.22,-4.2
886,-1.53,2.57,2.55
886.5,-0.77,-8.88,2.6
887,13.74,5.27,3.8
887.5,-1.1,1.26,-0.26
888,2.48,-0.9,2.56
888.5,-1.57,4.07,-1.39
889,-5.49,2.19,-0.68
889.5,-1.71,2.81,0.9
890,2.74,-0.5,2.92
890.5,1.29,-4.01,1.07
891,-3.52,-2.33,-0.26
891.5,-1.09,-5.64,3.49
892,2.47,-1.49,-1.44
892.5,-0.82,1.16,0.41
893,-6.22,1.53,-3
893.5,-7.85,2.56,-0.31
894,-7.85,2.56,-0.31
894.5,-7.85,2.56,-0.31
895,-7.85,2.56,-0.31
895.5,-5.09,2.09,-0.12
896,-1.7,-1.09,-0.43
896.5,1.22,-0.81,1.66
897,0.85,1.85,-2.68
897.5,-1.52,0.23,-0.92
898,-0.42,0.67,0.24
898.5,-3.05,-0.58,-0.18
899,0,0.15,-0.77
899.5,-0.39,-0.78,3.9
900,-2.66,1.73,0.1
900.5,0.91,-3.29,0.44
901,-2.28,2.1,-0.1
901.5,0.65,6.98,0.46
902,-1.14,-0.34,-0.62
902.5,-0.75,3.31,0.99
903,1.68,-2.26,-0.62
903.5,1.63,-1.92,-1.35
904,-0.46,0.17,1.74
904.5,1.92,-4.22,-2.87
905,0.01,1.68,-2.72
905.5,1.04,-0.08,-2.7
906,0.05,-13.85,2.45
906.5,-0.91,-0.36,-8.64
907,0.27,-5.41,-1
907.5,3.7,-4.78,-2.24
908,-0.2,0.66,2.02
908.5,-2.92,-3.93,-2.27
909,1.21,0.03,2.56
909.5,-2.99,1.25,-4.32
910,1.97,-1.73,-3.26
910.5,0.49,-0.27,2.73
911,0.78,0.7,5.43
911.5,1.35,-0.63,-3.48
912,0.96,-1.5,2.88
912.5,-4.54,1.17,-1.95
913,0.3,1.27,-2.43
913.5,-2.47,-0.31,2.79
914,0.07,-2.98,3.55
914.5,2.91,-0.36,1.91
915,-3.88,0.16,-1.56
915.5,3.05,-0.35,3.81
916,-1.64,2.79,-2.3
916.5,6.23,2.66,0.94
917,-6.72,-1.43,-4.09
917.5,7.01,1.43,-6.71
918,-0.67,-2.63,-0.56
918.5,3.62,-3.97,-4.37
919,-3.38,2.59,8.81
919.5,-4.26,1.02,9.48
920,3.01,0.12,-11.48
920.5,3.24,-0.02,7.31
921,-5.32,2.27,20.5
921.5,-2.25,-0.89,-6.9
922,-10.63,1.24,-26.13
922.5,8.55,-0.33,11.91
923,8.93,0.53,5.4
923.5,-2.22,-0.41,-0.23
924,0.35,0.08,2.16
924.5,2.21,-3.7,3.84
925,2.23,4.1,-2.46
925.5,-0.11,-0.48,-4.14
926,-1.45,-3.74,-0.09
926.5,-3,1.66,3.34
927,-6.24,-3.01,2.02
927.5,-3.85,2.69,1.02
928,2.51,1.04,-3.77
928.5,3.37,-1.29,-3.13
929,-0.5,0.18,0.3
929.5,0.71,-2.07,-0.13
930,0.64,-0.8,3.03
930.5,0.89,-0.53,-2.85
931,-1.56,-1.62,1.98
931.5,0.43,4.79,0.07
932,-1.95,0.11,-0.7
932.5,-3.62,-3.49,-3.81
933,1.09,-1.51,7.77
933.5,0.18,1.21,-6.72
934,0.42,0.77,5.21
934.5,-0.69,-0.31,1.84
935,0.23,1.28,1.55
935.5,2.28,0,-6.13
936,-1.4,-2.32,0.86
936.5,9.22,0.45,-0.31
937,8.87,1.12,-5.87
937.5,-2.84,2.35,2.26
938,-2.37,-0.45,2.7
938.5,-2.42,-1.97,-2
939,-1.25,-0.71,0.79
939.5,-1.04,-0.09,0.38
940,0.77,-1.04,-1.3
940.5,-3.13,-1.21,-1.29
941,1.08,2.12,0.06
941.5,-4.4,2.46,-1.91
942,0.9,-0.13,0.01
942.5,0.64,0.26,4.73
943,-0.31,0.35,-2.6
943.5,0.2,-2.1,0.47
944,1.26,-1.7,0.49
944.5,-0.33,-0.05,-1.61
945,0.91,-1.96,-0.67
945.5,0.69,3.22,-2.34
946,-2.01,-0.38,-2.29
946.5,-2.68,-3.14,-1.8
947,4.24,-0.44,5.39
947.5,-1.23,1.27,-5.44
948,0.3,-0.69,2.65
948.5,0.34,-0.05,-0.74
949,-0.59,-1.25,-4.27
949.5,1.15,-0.34,4.08
950,-0.63,1.44,0.49
950.5,-0.26,-1.14,-1.96
951,-1.91,-1.35,5.43
951.5,1.41,3.37,0.02
952,-0.58,-0.54,5.06
952.5,-0.52,0.86,1.66
953,-1.81,-0.28,-3.39
953.5,-3.49,0.34,-4.96
954,3.39,-0.04,1.95
954.5,-1.64,-1.16,3.31
955,-6.51,1.13,0
955.5,-0.61,0.46,-0.49
956,-0.15,0.68,-0.03
956.5,2.35,-2.42,-0.34
957,8.37,0.58,-0.5
957.5,0.41,-0.25,-1.74
958,-1.71,1.08,1.54
958.5,0.75,-3.69,0.69
959,-0.48,1.78,2.6
959.5,-1.45,-5.4,4.28
960,-6.11,4.89,2.43
960.5,3.37,1.24,1.5
961,3.53,-1.9,3.61
961.5,2.26,1.48,1.25
962,-0.87,0.39,4.6
962.5,1.89,1.02,2.3
963,-1.76,-0.6,3.08
963.5,-0.51,-7.31,1.21
964,0.15,-0.8,1.32
964.5,-1.98,-3.97,-0.05
965,5.44,9.35,-1.78
965.5,-0.33,-0.46,-3.35
966,-0.92,-1.69,-1.82
966.5,-0.72,-0.82,-2.04
967,1.83,2.03,-4.23
967.5,-0.27,-1.22,-3.31
968,-3.23,1.01,-4.79
968.5,-0.86,0.31,-3.39
969,-1.41,0.73,-5.55
969.5,-3.22,0.97,-5.36
970,1.01,2.07,-3.35
970.5,-2.75,2.76,-3.79
971,0.33,1.37,-1.8
971.5,8.99,-2.48,1.06
972,0.6,-0.85,0.08
972.5,0.22,-0.22,-0.08
973,-0.06,-0.05,-0.12
973.5,0.38,0.03,0.43
974,-0.89,0.63,0.21
974.5,1.04,-0.66,0.03
975,0.17,0.19,0.63
975.5,-0.12,0.14,-0.15
976,-0.11,0.95,-0.34
976.5,-0.14,-0.97,0.28
977,-0.01,-0.34,0.01
977.5,-0.22,0.12,-0.47
978,-0.1,0.02,-0.17
978.5,0.12,-0.08,1.24
979,0.67,-0.12,0.97
979.5,-0.46,0.37,-0.21
980,-1.48,0.37,-0.62
980.5,-4.77,2.12,-0.39
981,2.53,-1.39,2.23
981.5,0.31,-0.8,1.91
982,0.33,-1.15,2.8
982.5,0,-0.51,3.64
983,5.39,-2.34,3.25
983.5,-0.75,1.8,2.43
984,2.59,-0.31,3.01
984.5,-4.76,2.24,0.8
985,-1.11,0.62,0.36
985.5,0.58,-0.4,1.64
986,2.34,-0.73,1.4
986.5,1.39,-0.58,0.7
987,-0.43,0.21,-0.2
987.5,-1.73,0.63,0.11
988,-0.06,0.23,-0.24
988.5,1.36,-0.73,1.03
989,0.49,0.25,0.21
989.5,0.04,-0.27,-0.49
990,6.37,-0.91,-0.3
990.5,0.94,0.17,-1
991,-1.55,1.27,-0.42
991.5,0.31,0.46,0.01
992,-1.96,3.49,0.3
992.5,-1.63,-0.74,0.93
993,-1,0.77,2.66
993.5,-6.3,-4.24,0.79
994,2.18,-0.71,3.34
994.5,-1.69,0.17,1.93
995,0.57,-1.54,1.8
995.5,1.48,0.51,0.34
996,0.72,0.23,2.12
996.5,-1.52,-0.97,0.78
997,2.15,-0.3,0.31
997.5,-0.48,0.67,0.4
998,-3.92,-2.1,0.17
998.5,5.04,0.64,-0.8
999,1.32,0.43,-0.09
999.5,-0.17,0.07,0.39
1000,5.62,1.72,1.46
1000.5,0.61,-0.67,-0.9
1001,1.88,-0.46,1.66
1001.5,-2.56,-0.14,0.68
1002,-0.11,-0.25,0.16
1002.5,-2.25,0.67,-1.54
1003,-2.4,1.41,0.68
1003.5,0.76,1.39,0.19
1004,0.46,1.39,0.16
1004.5,-3.48,-0.47,-0.12
1005,-2.39,-1.48,1.86
1005.5,2.84,-1.03,0.05
1006,-0.16,0.94,1.46
1006.5,-2.42,-0.04,-0.67
1007,-0.08,-0.35,0.42
1007.5,-1.27,-0.95,-0.21
1008,-1.76,-1.17,0.31
1008.5,3.8,0.05,1.77
1009,6.05,1.25,-0.72
1009.5,-4.51,-1.08,-1.91
1010,-6.24,-1.95,-0.8
1010.5,5.21,1.7,3.19
1011,-0.44,0.73,-1.47
1011.5,-4.82,-0.38,3.31
1012,1.72,2.74,0.23
1012.5,2.59,-0.13,-0.54
1013,0.46,-0.58,-1.48
1013.5,-0.72,0.28,0
1014,-0.53,-1.31,-0.45
1014.5,1.88,-1.77,-6.61
1015,-1.57,0.66,-3.91
1015.5,3.52,-2.12,-4.5
1016,3.73,-2,-4.61
1016.5,-5.48,2.78,-5.93
1017,-0.38,-0.29,-7.05
1017.5,-0.5,0.2,-1.57
1018,6.17,-4.32,-8.83
1018.5,-1.09,-0.65,-8
1019,-2.84,1.72,-2.53
1019.5,-0.76,0.21,-6.81
1020,2.92,-2.49,-7.76
1020.5,0.68,-0.78,-6.94
1021,-0.97,0.34,-5.34
1021.5,2.8,-2.46,-6.97
1022,-1.09,0.28,-6.21
1022.5,1.17,-0.97,-4.59
1023,-4.35,2.29,-1.89
1023.5,1.14,-0.69,-6.78
1024,-0.45,0.23,-4.12
1024.5,8.99,-4.9,-2.25
1025,-8.16,4.48,-0.8
1025.5,0.57,0.63,0.45
1026,6.04,-0.3,2.22
1026.5,-5.09,1.64,-1.24
1027,3.41,1.14,-2.52
1027.5,3.52,1.63,-1.43
1028,-1.77,1.39,-4.06
1028.5,0.58,-0.52,-7.1
1029,-2.25,-0.97,-3.5
1029.5,0.35,1.44,-3.29
1030,0.15,-4.28,-0.13
1030.5,1,-0.11,-1.45
1031,-2.48,-1.21,1.5
1031.5,0.81,0.88,0.66
1032,0.49,-2.44,1.87
1032.5,0.26,0.58,0.13
1033,-2.07,0.23,1.32
1033.5,0.28,1.67,0.5
1034,-1.96,-2.12,0.09
1034.5,1.65,0.08,-0.06
1035,-3.21,1.41,0.61
1035.5,-3.39,-0.09,-0.34
1036,5.22,2.7,1.95
1036.5,-0.57,-2.1,-0.66
1037,-9.04,0.88,0.44
1037.5,8.41,-0.97,0.35
1038,-5.81,0.15,0.76
1038.5,-2.43,-0.84,-0.18
1039,0.2,-1.03,0.73
1039.5,7.44,1.08,0.32
1040,0.84,0.81,0.04
1040.5,0.97,-0.69,1.03
1041,-4.94,-0.73,-0.43
1041.5,0.62,-0.04,1.05
1042,1.76,0.31,-1.16
1042.5,-0.04,-0.25,-1.65
1043,2.65,0.84,-0.7
1043.5,-2.76,-0.38,0.72
1044,-2.73,-1.47,1.61
1044.5,1.88,0.3,-0.4
1045,0.01,0.15,-0.23
1045.5,0.01,0.2,-0.19
1046,0.03,0.37,0.14
1046.5,0.33,-0.24,0.53
1047,0.14,-0.24,-1.65
1047.5,-0.35,-0.26,0.09
1048,-0.08,0.05,-0.41
1048.5,1.56,0.38,0.68
1049,1.15,-0.09,-0.56
1049.5,-3.52,-0.35,1.05
1050,-0.59,-0.33,-0.1
1050.5,2.21,0.05,1.02
1051,0.23,-0.31,0.35
1051.5,1.08,0.13,-0.06
1052,1.1,-0.16,-1.21
1052.5,0,-0.24,-1.05
1053,-2.62,0.71,1.35
1053.5,-0.78,-0.84,-0.85
1054,6.41,1.44,1.79
1054.5,-0.53,-0.27,0.53
1055,-0.26,4.32,1.86
1055.5,1.9,-1.53,2.56
1056,-0.92,3.52,1.65
1056.5,-0.14,0.93,2.39
1057,0.15,2.16,1.63
1057.5,3.49,4.29,3.28
1058,-3.22,-0.42,3.75
1058.5,1.2,-5.17,6.8
1059,0.51,-1.35,4.8
1059.5,-0.25,1.67,3.71
1060,0.26,-1.24,2.99
1060.5,1.43,0.23,1.69
1061,0.29,1.13,0.49
1061.5,-2.36,0.92,0.68
1062,-3,1.46,0.51
1062.5,-0.58,-0.55,0.37
1063,2.07,-1.72,0.72
1063.5,-0.45,1.83,-1.31
1064,0.01,-2.23,0.59
1064.5,1.55,1.85,-0.1
1065,-1.68,0.52,-0.12
1065.5,0.02,-0.16,-0.11
1066,2.31,4.27,-0.24
1066.5,-2.12,1.15,0.13
1067,1.91,-0.09,-0.21
1067.5,-1.68,-0.06,-0.19
1068,0.27,-1.69,-0.12
1068.5,0.55,0.46,-1.64
1069,0.53,0.93,-1.53
1069.5,-1.51,1.42,1.55
1070,1.4,-2.08,1.2
1070.5,-1.01,1.71,1.07
1071,-4.08,0.53,-0.75
1071.5,4.07,-5.65,-0.17
1072,-1.94,0.53,-0.1
1072.5,0.57,2.49,-0.25
1073,-2.71,-2.04,1.11
1073.5,-1.37,1.49,-1.92
1074,2.45,-1.6,0.65
1074.5,-3.5,1.38,0.2
1075,1.2,-1.08,1.46
1075.5,-2.15,0.69,-1.58
1076,1.7,-0.97,0.07
1076.5,-0.94,-7.71,0.52
1077,0.82,9.77,-0.52
1077.5,0.89,1.04,-1.53
1078,-0.94,0.83,0.72
1078.5,2.05,-0.03,0.26
1079,1.89,-1.66,0.03
1079.5,3.79,2.12,0.11
1080,-5.97,-3.39,0.73
1080.5,4.15,6.78,-1.3
1081,1.41,-0.96,1.35
1081.5,-2.42,-0.55,0.45
1082,-0.15,0.39,-1.95
1082.5,-3.84,-0.65,-0.41
1083,-0.17,0.96,0.41
1083.5,-0.61,0.91,-0.68
1084,1.15,2.29,-0.96
1084.5,0.74,-2.43,0.06
1085,1.83,-1.89,2.06
1085.5,0.34,3.42,-1.07
1086,-0.08,0.53,1.02
1086.5,-1.32,0.2,-0.26
1087,0.54,-1.78,-0.9
1087.5,0.06,1.22,-1.66
1088,-3.06,-1.11,1.21
1088.5,-1.46,1.71,-0.14
1089,-1.69,1.2,-0.02
1089.5,1.22,-3.06,0.11
1090,0.01,-0.83,0.69
1090.5,0.36,-2.64,-0.47
1091,-2.47,1.5,-0.43
1091.5,3.54,-10.5,1.77
1092,1.89,1.46,-1.9
1092.5,-3.14,-2.55,0.31
1093,6.82,10.25,-0.61
1093.5,0.84,0.74,0.51
1094,3.79,-0.33,3.77
1094.5,-5.82,-4.69,1.93
1095,-9.39,1.97,-20.53
1095.5,3.59,0.62,9.15
1096,-8.72,2.4,0.81
1096.5,1.1,-2.38,-1.07
1097,-16.66,1.43,3.99
1097.5,9.46,0.92,-1.61
1098,-1.79,1.7,-0.61
1098.5,-3.53,-4.35,-0.82
1099,-1.04,4.69,-3.15
1099.5,10.72,1.21,1.8
1100,1.59,2.15,0.01
1100.5,0.58,-0.49,0.5
1101,-0.92,3.86,-0.39
1101.5,-0.75,-3.13,-0.48
1102,-2.64,-1.75,0.19
1102.5,-0.03,0.12,0.92
1103,3.89,0.72,-0.61
1103.5,1,-2.94,0.54
1104,0.59,3.66,-0.26
1104.5,1.06,0.54,0.55
1105,-1.1,0.32,0.04
1105.5,1.49,-4.51,0.76
1106,-2,0.48,-0.78
1106.5,0.95,2.14,-0.6
1107,0.27,0.71,-0.81
1107.5,0.39,1.56,-0.99
1108,0.49,0.07,1.14
1108.5,-2.59,5.07,-1.59
1109,4.59,-3.29,-0.2
1109.5,-3.07,-3.19,-1.4
1110,-0.98,0.59,0
1110.5,6.1,-0.8,-0.39
1111,-5.98,11.55,-2.51
1111.5,0.82,-2.71,-1.61
1112,-1.78,8.87,-2.85
1112.5,2.39,2.26,-0.94
1113,0.51,-6.01,-1.4
1113.5,4.34,3.55,-2.18
1114,-1.32,3.64,-1.06
1114.5,7.69,4.24,-0.91
1115,0.93,1.34,0.65
1115.5,-2.52,-3.1,1.03
1116,-1.09,-1.69,-1.54
1116.5,-3.56,-0.94,-2.25
1117,-0.75,1.67,-2.43
1117.5,0.97,-0.08,-1.65
1118,-0.4,0.09,0.87
1118.5,3,-0.1,-0.38
1119,1.31,3.36,2.4
1119.5,-2.43,0.3,-2.8
1120,-0.31,-0.88,2.11
1120.5,-1.09,0.26,-0.44
1121,-0.44,1,0.55
1121.5,-1.22,-1.26,-0.12
1122,2.69,-1.75,-0.19
1122.5,-1.16,0.06,-0.38
1123,-1.16,1.52,0
1123.5,1.07,-2.51,0.04
1124,0.55,-0.99,1.11
1124.5,1.03,2.94,-1.06
1125,0.35,-2.29,2.23
1125.5,-1.62,2.11,-1.03
1126,-0.26,1.86,-0.77
1126.5,-2.45,-3.33,0.1
1127,-1.27,1.18,-1.37
1127.5,0.71,0.2,1.25
1128,-1.59,-0.28,0.6
1128.5,-0.94,-2.07,-0.82
1129,1.73,0.6,-0.38
1129.5,-4.82,0.55,-1.02
1130,6.12,1.24,3.4
1130.5,4.59,-0.95,1.49
1131,1.61,3.46,1.09
1131.5,-1.84,1.78,0.99
1132,2.18,3.77,2.89
1132.5,-3.09,-3.68,-2.98
1133,0.54,-0.68,-2.02
1133.5,1.7,4.58,1.79
1134,-4.94,0.01,-0.84
1134.5,0.18,2.7,1.1
1135,-4.36,-1.29,3.82
1135.5,1.21,-0.25,1.93
1136,0.34,1.39,1.24
1136.5,1.96,-0.36,3.48
1137,0.41,2.23,1.49
1137.5,0.65,0.07,1.24
1138,-0.4,1.69,3.03
1138.5,6.78,-4.43,3.77
1139,2.96,-3.87,2.59
1139.5,0.18,0,1.83
1140,-2.08,-0.34,0.76
1140.5,1.81,-1.96,1.45
1141,-1.64,-1.15,-0.91
1141.5,-0.51,-0.91,-0.03
1142,-2.43,4.5,-0.08
1142.5,-0.04,5.91,-0.86
1143,-3.45,-6.11,-0.05
1143.5,-3.56,-2.55,0.27
1144,-0.79,1.24,-0.45
1144.5,0.96,0.37,-0.83
1145,0.27,4.04,1.5
1145.5,-1.73,-1.86,-0.13
1146,3.95,-1.74,0.94
1146.5,-3.03,6.05,-1.89
1147,2.14,-11.48,0.19
1147.5,-0.22,1.64,-0.6
1148,3.16,0.67,1.55
1148.5,-2.76,2.74,-0.87
1149,-0.84,-0.21,-0.25
1149.5,-6.6,0.71,-0.9
1150,-5.79,-4.47,0.06
1150.5,2.52,0.1,0.32
1151,3,5.1,1.34
1151.5,-0.28,-7.05,-0.29
1152,2.54,0.03,-1.19
1152.5,-3.47,2.8,-0.23
1153,-0.81,-0.19,-0.68
1153.5,-0.94,0.29,0.44
1154,1.51,-0.71,1.66
1154.5,4.43,-1.19,0.06
1155,0.77,-1.49,0.57
1155.5,-0.36,2.19,-2.02
1156,0.4,0.88,0.74
1156.5,-0.94,-1.65,0.76
1157,2.2,-1.36,0.81
1157.5,1.74,1.47,0.31
1158,1.37,0.45,0.47
1158.5,0.65,1.07,-0.1
1159,-1.58,0.78,-1.64
1159.5,-0.83,-0.08,-1.7
1160,1.44,1.14,-0.15
1160.5,0.42,-0.01,0.09
1161,1.64,-0.37,0.43
1161.5,-1.2,-1.01,-0.19
1162,-0.43,-0.11,-0.48
1162.5,-0.02,0.44,0.04
1163,0.98,-0.37,1.09
1163.5,1.48,-2.87,0.6
1164,-1.87,1.35,0.88
1164.5,-0.71,-2.77,0.15
1165,1.46,1.15,0.21
1165.5,-2.56,-1.68,-0.58
1166,1.01,1.67,0.25
1166.5,0.3,0.37,-0.06
1167,-1.32,-0.15,0.44
1167.5,-1.47,-1.41,0.32
1168,-1.5,2.37,-1.24
1168.5,1.94,0.83,-0.45
1169,-0.24,0.95,0.54
1169.5,0.25,-1.06,-0.79
1170,-1.8,-1.27,0.44
1170.5,2.7,0.52,0.53
1171,-2.4,-0.21,-0.17
1171.5,1.92,0.22,0.75
1172,0.01,0.42,0
1172.5,0.59,0.26,0.53
1173,0.23,-2.65,-0.02
1173.5,-0.21,0.85,-0.06
1174,-2.1,-0.37,-0.57
1174.5,0.99,-1.14,0.66
1175,0.46,-0.2,-0.83
1175.5,0.19,0.44,0.44
1176,0.11,-0.1,-2.07
1176.5,-0.81,1.01,1.05
1177,1.31,0.91,0.03
1177.5,-1.79,1.12,-0.87
1178,0.43,-2.13,0.46
1178.5,0.28,-1.48,1.51
1179,-0.68,0.49,0.18
1179.5,-0.11,2.04,-1.73
1180,0.34,0.58,-0.05
1180.5,-1.26,-1.05,0.19
1181,-0.28,1.67,0.15
1181.5,0.79,-1.78,-0.67
1182,-0.03,1.14,-0.4
1182.5,-0.04,1.33,0.84
1183,1.03,0.58,-0.49
1183.5,1.94,-1.43,0.01
1184,-0.19,0.58,0.89
1184.5,-1.85,0.35,0.67
1185,-0.3,-1,-0.38
1185.5,-0.78,0.18,-0.24
1186,-0.42,-2.3,0.79
1186.5,-0.54,-2.33,-0.57
1187,-1.06,0.69,0.34
1187.5,-1.97,1.27,-0.87
1188,2.3,0.6,0.46
1188.5,-1.07,3,-1.06
1189,-1.07,-6.94,0.97
1189.5,0.58,2.12,-1.51
1190,-0.5,0.3,-1.05
1190.5,0.84,1.83,-0.01
1191,-0.56,0.5,0.95
1191.5,-0.57,1.5,0.2
1192,0.03,0.86,0.28
1192.5,2.24,-2.01,-0.38
1193,0.57,1.15,0.48
1193.5,-0.29,-0.28,0.99
1194,-0.7,-2.49,0.22
1194.5,1.98,-1.53,0.29
1195,-0.09,4.99,-0.13
1195.5,1.43,-1.81,-0.15
1196,0.93,0.53,0.22
1196.5,1.99,-0.12,0.03
1197,-1.74,2.23,1.07
1197.5,0.4,-2.58,0.56
1198,0.87,0.24,-0.56
1198.5,1.59,-0.65,-0.4
1199,-1.8,-0.76,-0.6
1199.5,-1.94,-1.42,-0.64
1200,-1.4,0.28,0.08
1200.5,2.65,4.99,-0.31
1201,-1.84,-1.54,-0.27
1201.5,0.64,0.2,-0.26
1202,-0.21,1.06,0.7
1202.5,0.6,0.6,0.31
1203,-0.13,-0.23,0.22
1203.5,-1.38,0.21,-0.54
1204,0.13,0.17,0.27
1204.5,1.91,0.45,-0.33
1205,0.06,-0.22,1.35
1205.5,-0.76,-4.39,-0.88
1206,-0.95,2.52,-0.78
1206.5,0.3,1.18,0.63
1207,-3.66,-1.44,-0.65
1207.5,0.56,3.98,-0.31
1208,-0.29,-1.56,0.25
1208.5,3.87,0.28,-0.06
1209,0.07,-1.3,1.6
1209.5,-3.98,0.83,-1.6
1210,0.84,0,0.54
1210.5,0.92,-2.79,-0.16
1211,0.68,2.34,1
1211.5,2.54,-1.43,-1.34
1212,3.18,0.06,1.16
1212.5,-2.34,-0.23,0.24
1213,-4.26,-2.06,-0.15
1213.5,-2.66,2.46,-1.63
1214,1.01,-0.34,-0.55
1214.5,-1.38,-0.15,0.64
1215,1.45,-0.16,0.48
1215.5,0.32,0.16,-0.64
1216,-2.43,-0.06,-0.76
1216.5,1.68,-2.36,0.83
1217,2.31,-0.08,1.41
1217.5,0.62,0.53,-0.34
1218,-1.54,0.37,-0.46
1218.5,0.43,0.39,-0.41
1219,-2.05,1.42,0.13
1219.5,-1.51,-0.01,0.12
1220,-3.26,1.83,-0.48
1220.5,0.74,-2.58,-0.44
1221,1.04,-3.14,-0.67
1221.5,0.47,3.64,0.9
1222,0.66,-1.7,-0.27
1222.5,1.79,-0.26,1.44
1223,-1.48,1.99,-2.07
1223.5,-0.02,1.32,-0.52
1224,2.94,-1.34,0.75
1224.5,-0.64,-0.84,-2.23
1225,0.28,1.28,1.59
1225.5,0.01,2.52,1.37
1226,-0.7,-1.16,-1.33
1226.5,-1.28,-0.4,-0.87
1227,0.89,2.56,1.29
1227.5,1.12,-0.47,-0.05
1228,0.06,-0.68,0.27
1228.5,-1.87,0.49,-0.09
1229,-0.16,-0.63,-0.7
1229.5,-1.17,-3.61,1.12
1230,0.05,0.54,0.8
1230.5,-0.89,-0.44,-1.58
1231,0.75,-0.38,1.01
1231.5,-1.31,1.23,1.52
1232,-4.81,-0.84,-1.86
1232.5,4.17,0.13,-0.95
1233,3.3,1.33,1.45
1233.5,-0.25,-1.73,-0.67
1234,1.12,0.29,0.67
1234.5,0.31,-0.86,0.04
1235,1.26,0.7,0.24
1235.5,-0.33,-1.27,0.57
1236,0.26,0.48,-0.78
1236.5,1.46,1.35,-0.72
1237,2.9,-0.09,-0.14
1237.5,-0.14,1.54,-0.95
1238,-2.91,0.52,-2.22
1238.5,1.17,0.86,6.43
1239,0.07,-0.51,-2.19
1239.5,2.02,0.96,-3.57
1240,-4.65,0.59,5.36
1240.5,1.2,-0.86,-1.86
1241,2.33,0.68,-0.64
1241.5,-0.27,-2.58,0.73
1242,-0.86,1.31,-1.79
1242.5,0.84,2.25,1.04
1243,-6.8,-1.06,-1.97
1243.5,3.51,2.02,0.47
1244,-2.29,-1.39,0.59
1244.5,-2.29,-0.61,-0.21
1245,0.68,-2.17,0.99
1245.5,-0.09,0.26,-1.85
1246,1.09,-1.03,-1.05
1246.5,1.34,1.94,-2.38
1247,2.46,0.94,-0.07
1247.5,-0.1,-0.79,0.98
1248,2.22,-0.82,-1.32
1248.5,0.33,-0.72,3.58
1249,-0.18,-0.02,-3.47
1249.5,2.8,0.04,-0.21
1250,0.17,0.12,0.46
1250.5,-2.68,1.46,-0.53
1251,1.31,-0.37,0.42
1251.5,1.29,-1.28,1.43
1252,-0.14,0.77,-2.24
1252.5,3.19,-0.48,-0.43
1253,-2.04,1.24,-1.02
1253.5,-2.02,-0.76,-0.35
1254,0.42,-0.05,1.92
1254.5,-1.14,-2.77,-2.41
1255,1.83,0.65,0.75
1255.5,-3.59,0.41,-2
1256,1.06,-1.01,1.64
1256.5,-0.36,0.41,-3.1
1257,-0.2,-0.06,2.26
1257.5,-3.97,1.67,-0.92
1258,-1.02,2.65,0.32
1258.5,-0.41,0.59,-1.12
1259,-1.48,-0.03,0.87
1259.5,-3.51,-0.86,-0.19
1260,-1.63,-2.5,0.18
1260.5,-0.94,2.02,-1.16
